date,PM25,temp,ws,hum,press,distance,SO2,CO,O3,NO2,PM10
2019-11-18 AM 2:00:00,6,11.4,8.2,93,12.5,603,0.005,0.4,0.042,0.011,14
2019-11-18 AM 3:00:00,6,11.3,7.2,92,12.3,1123,0.005,0.4,0.042,0.01,10
2019-11-18 AM 4:00:00,3,10,5.9,83,10.2,2000,0.006,0.4,0.04,0.009,8
2019-11-18 AM 5:00:00,6,8.7,9.7,83,9.3,2000,0.005,0.5,0.037,0.01,9
2019-11-18 AM 6:00:00,5,6.9,6.7,78,7.7,2000,0.005,0.6,0.028,0.012,10
2019-11-18 AM 7:00:00,9,5.7,7,71,6.5,2000,0.005,0.6,0.023,0.014,19
2019-11-18 AM 8:00:00,11,4.6,5.8,66,5.6,1879,0.004,0.5,0.02,0.016,27
2019-11-18 AM 9:00:00,15,4.7,6.7,63,5.4,1160,0.004,0.4,0.022,0.016,63
2019-11-18 AM 10:00:00,22,4.5,6.3,52,4.4,1038,0.005,0.4,0.028,0.011,147
2019-11-18 AM 11:00:00,21,4.5,7,51,4.3,931,0.004,0.4,0.029,0.01,176
2019-11-18 PM 12:00:00,22,4.9,5.5,53,4.6,944,0.004,0.4,0.031,0.009,193
2019-11-18 PM 1:00:00,21,4.8,5.7,49,4.2,918,0.004,0.4,0.032,0.008,201
2019-11-18 PM 2:00:00,23,4.6,4.8,52,4.4,720,0.004,0.4,0.031,0.009,226
2019-11-18 PM 3:00:00,27,4.1,6.3,46,3.8,1064,0.004,0.4,0.03,0.009,271
2019-11-18 PM 4:00:00,24,3.5,5.9,51,4,1642,0.004,0.4,0.031,0.01,263
2019-11-18 PM 5:00:00,15,2.9,5.6,58,4.4,1637,0.004,0.4,0.031,0.013,141
2019-11-18 PM 6:00:00,12,2.3,6.5,61,4.4,2000,0.004,0.4,0.028,0.015,81
2019-11-18 PM 7:00:00,9,1.7,4.1,57,3.9,2000,0.004,0.4,0.028,0.016,52
2019-11-18 PM 8:00:00,10,1.5,4.1,60,4.1,2000,0.004,0.5,0.025,0.018,53
2019-11-18 PM 9:00:00,11,1.7,2.3,63,4.3,2000,0.004,0.4,0.028,0.015,49
2019-11-18 PM 10:00:00,8,1.9,2.7,67,4.7,2000,0.004,0.4,0.031,0.012,44
2019-11-18 PM 11:00:00,9,2,2.1,70,4.9,1943,0.004,0.4,0.029,0.013,41
2019-11-19 AM 1:00:00,7,2.2,4.6,73,5.2,2000,0.003,0.4,0.033,0.009,36
2019-11-19 AM 2:00:00,9,1.4,7.6,74,5,2000,0.003,0.3,0.033,0.007,35
2019-11-19 AM 3:00:00,9,-0.6,6,74,4.3,2000,0.003,0.4,0.034,0.005,33
2019-11-19 AM 4:00:00,10,-1.6,5.1,63,3.4,2000,0.004,0.4,0.032,0.006,31
2019-11-19 AM 5:00:00,11,-1.9,3.5,55,2.9,2000,0.003,0.4,0.03,0.006,32
2019-11-19 AM 6:00:00,10,-2.2,4.1,48,2.5,2000,0.004,0.4,0.026,0.011,30
2019-11-19 AM 7:00:00,11,-2.4,2.2,44,2.3,2000,0.004,0.5,0.018,0.019,31
2019-11-19 AM 8:00:00,16,-2,1.6,48,2.5,2000,0.004,0.6,0.006,0.034,37
2019-11-19 AM 9:00:00,23,-0.3,2.3,53,3.2,2000,0.005,0.6,0.007,0.038,56
2019-11-19 AM 10:00:00,19,1.1,1.7,52,3.5,2000,0.005,0.4,0.018,0.02,48
2019-11-19 AM 11:00:00,13,2,2.8,51,3.6,2000,0.004,0.4,0.029,0.012,36
2019-11-19 PM 12:00:00,12,2.5,3.2,51,3.7,2000,0.004,0.4,0.031,0.012,36
2019-11-19 PM 1:00:00,11,3.1,3.9,50,3.8,2000,0.004,0.4,0.035,0.008,35
2019-11-19 PM 2:00:00,11,3.5,5,50,3.9,2000,0.004,0.3,0.036,0.008,36
2019-11-19 PM 3:00:00,11,3.6,4.3,50,4,2000,0.004,0.4,0.036,0.008,38
2019-11-19 PM 4:00:00,11,3.2,4.3,53,4.1,2000,0.005,0.4,0.036,0.009,40
2019-11-19 PM 5:00:00,8,2.7,3.3,59,4.4,2000,0.005,0.4,0.034,0.012,41
2019-11-19 PM 6:00:00,11,2.1,2.3,63,4.5,2000,0.004,0.4,0.024,0.021,44
2019-11-19 PM 7:00:00,14,1.9,2.3,65,4.6,2000,0.004,0.5,0.016,0.03,47
2019-11-19 PM 8:00:00,14,1.5,3.8,63,4.3,2000,0.004,0.4,0.021,0.025,46
2019-11-19 PM 9:00:00,12,1.1,3.4,59,3.9,2000,0.004,0.4,0.024,0.02,43
2019-11-19 PM 10:00:00,14,0.6,3.9,62,4,2000,0.004,0.4,0.027,0.017,39
2019-11-19 PM 11:00:00,11,0,2.9,60,3.7,2000,0.003,0.4,0.029,0.013,38
2019-11-20 AM 1:00:00,10,-0.8,3.6,53,3,2000,0.004,0.4,0.029,0.012,31
2019-11-20 AM 2:00:00,10,-1,4.3,46,2.6,2000,0.004,0.4,0.029,0.01,27
2019-11-20 AM 3:00:00,6,-1.3,3.9,46,2.6,2000,0.004,0.4,0.03,0.009,25
2019-11-20 AM 4:00:00,9,-1.6,4.3,43,2.3,2000,0.004,0.4,0.03,0.008,25
2019-11-20 AM 5:00:00,7,-2.1,3,45,2.4,2000,0.004,0.4,0.026,0.012,26
2019-11-20 AM 6:00:00,9,-2.3,2.9,47,2.4,2000,0.003,0.4,0.02,0.017,25
2019-11-20 AM 7:00:00,10,-2.6,2.3,52,2.6,2000,0.003,0.5,0.012,0.025,23
2019-11-20 AM 8:00:00,11,-2.2,2.1,45,2.3,2000,0.004,0.6,0.006,0.035,26
2019-11-20 AM 9:00:00,10,-1,1.4,42,2.4,2000,0.004,0.6,0.01,0.031,26
2019-11-20 AM 10:00:00,10,-0.1,3,46,2.8,2000,0.004,0.5,0.018,0.024,29
2019-11-20 AM 11:00:00,13,0.9,2.9,40,2.6,2000,0.004,0.5,0.021,0.02,33
2019-11-20 PM 12:00:00,12,2,3,36,2.5,2000,0.004,0.4,0.027,0.015,29
2019-11-20 PM 1:00:00,15,2.7,4.2,35,2.6,2000,0.004,0.4,0.033,0.014,29
2019-11-20 PM 2:00:00,15,3.8,4,30,2.4,2000,0.004,0.4,0.033,0.014,29
2019-11-20 PM 3:00:00,7,4.9,2.6,24,2.1,2000,0.003,0.4,0.035,0.008,17
2019-11-20 PM 4:00:00,12,4.9,2.5,25,2.2,2000,0.003,0.4,0.036,0.01,22
2019-11-20 PM 5:00:00,10,3.6,3,30,2.4,2000,0.004,0.4,0.036,0.01,22
2019-11-20 PM 6:00:00,11,2.8,2.4,34,2.5,2000,0.003,0.4,0.029,0.018,24
2019-11-20 PM 7:00:00,10,2.6,3,34,2.5,2000,0.004,0.5,0.013,0.037,26
2019-11-20 PM 8:00:00,17,2.3,2,35,2.5,2000,0.004,0.8,0.005,0.051,36
2019-11-20 PM 9:00:00,23,2.2,1.5,34,2.4,2000,0.004,0.9,0.005,0.055,55
2019-11-20 PM 10:00:00,34,1.9,1.4,39,2.7,2000,0.004,1,0.005,0.056,72
2019-11-20 PM 11:00:00,33,2,2.1,32,2.3,2000,0.004,1,0.005,0.059,69
2019-11-21 AM 1:00:00,22,1,1.7,42,2.8,2000,0.004,0.6,0.006,0.038,40
2019-11-21 AM 2:00:00,22,0.9,2.3,38,2.5,2000,0.004,0.6,0.006,0.034,38
2019-11-21 AM 3:00:00,22,0.9,2.3,42,2.8,2000,0.004,0.6,0.005,0.033,42
2019-11-21 AM 4:00:00,20,0.4,1.6,55,3.5,1950,0.004,0.6,0.008,0.027,37
2019-11-21 AM 5:00:00,22,0.2,1,49,3,1756,0.003,0.5,0.009,0.023,34
2019-11-21 AM 6:00:00,18,0.6,3.2,43,2.8,2000,0.003,0.5,0.007,0.022,32
2019-11-21 AM 7:00:00,19,0.4,2.1,50,3.1,1925,0.003,0.6,0.004,0.028,33
2019-11-21 AM 8:00:00,18,1,2.1,50,3.3,1479,0.003,0.6,0.004,0.031,35
2019-11-21 AM 9:00:00,20,2.5,2.1,42,3.1,1534,0.003,0.7,0.005,0.032,44
2019-11-21 AM 10:00:00,25,4.4,3.3,38,3.2,1986,0.004,0.7,0.005,0.035,52
2019-11-21 AM 11:00:00,24,6.6,2.7,40,3.9,1787,0.004,0.7,0.007,0.042,51
2019-11-21 PM 12:00:00,24,9,2.8,35,4,2000,0.005,0.8,0.007,0.051,57
2019-11-21 PM 1:00:00,24,9.2,2,32,3.7,2000,0.005,0.6,0.011,0.041,55
2019-11-21 PM 2:00:00,18,8.9,2.7,30,3.4,2000,0.005,0.6,0.012,0.04,45
2019-11-21 PM 3:00:00,21,9.2,1.6,30,3.5,2000,0.004,0.6,0.007,0.047,53
2019-11-21 PM 4:00:00,24,9,3.6,34,3.9,1975,0.004,0.6,0.006,0.047,56
2019-11-21 PM 5:00:00,26,8.6,1.5,35,3.9,1745,0.004,0.7,0.004,0.05,64
2019-11-21 PM 6:00:00,31,8.1,1.9,38,4.1,1764,0.004,0.7,0.003,0.049,65
2019-11-21 PM 7:00:00,31,8.2,2.4,35,3.8,1962,0.004,0.7,0.004,0.052,67
2019-11-21 PM 8:00:00,32,7.9,1.8,35,3.7,1900,0.005,0.8,0.003,0.052,76
2019-11-21 PM 9:00:00,31,7.6,1.7,37,3.9,1705,0.004,0.8,0.004,0.051,70
2019-11-21 PM 10:00:00,32,7.3,2.3,39,4,1501,0.004,0.8,0.004,0.049,68
2019-11-21 PM 11:00:00,33,7.6,4.8,37,3.9,1852,0.004,0.8,0.004,0.048,68
2019-11-22 AM 1:00:00,25,7.7,1.6,39,4.1,1681,0.004,0.8,0.003,0.048,59
2019-11-22 AM 2:00:00,28,7.2,2.3,39,4,1950,0.004,0.7,0.003,0.038,63
2019-11-22 AM 3:00:00,28,7.2,3.7,38,3.8,1865,0.004,0.6,0.005,0.029,57
2019-11-22 AM 4:00:00,25,5.7,2.2,57,5.2,1288,0.004,0.5,0.014,0.016,52
2019-11-22 AM 5:00:00,27,4.7,2.6,61,5.2,1049,0.003,0.5,0.014,0.016,50
2019-11-22 AM 6:00:00,25,5,2,54,4.7,1194,0.003,0.5,0.014,0.017,47
2019-11-22 AM 7:00:00,26,5,1.9,54,4.7,1071,0.003,0.5,0.009,0.022,46
2019-11-22 AM 8:00:00,25,5.4,2,54,4.9,1159,0.003,0.6,0.004,0.03,47
2019-11-22 AM 9:00:00,27,7.3,3.2,42,4.3,1353,0.003,0.6,0.004,0.031,48
2019-11-22 AM 10:00:00,31,9.6,1.5,37,4.4,1256,0.004,0.8,0.005,0.039,63
2019-11-22 AM 11:00:00,33,12.1,2,32,4.5,1288,0.004,0.8,0.007,0.043,72
2019-11-22 PM 12:00:00,35,14.4,2.3,27,4.4,1832,0.005,0.7,0.008,0.045,72
2019-11-22 PM 1:00:00,34,15.5,2.2,21,3.7,2000,0.005,0.7,0.012,0.045,74
2019-11-22 PM 2:00:00,19,15.7,3.3,20,3.6,2000,0.005,0.5,0.021,0.034,50
2019-11-22 PM 3:00:00,14,15.9,2.9,17,3.1,2000,0.004,0.4,0.033,0.026,40
2019-11-22 PM 4:00:00,12,15.8,2.7,20,3.6,2000,0.004,0.4,0.035,0.023,35
2019-11-22 PM 5:00:00,11,14.8,2.5,25,4.2,2000,0.004,0.5,0.018,0.04,34
2019-11-22 PM 6:00:00,18,13.3,1.7,32,4.9,1716,0.004,0.7,0.004,0.063,48
2019-11-22 PM 7:00:00,19,12.7,2.1,34,5,2000,0.004,0.8,0.002,0.069,63
2019-11-22 PM 8:00:00,19,12.1,2,38,5.4,2000,0.004,0.8,0.002,0.07,53
2019-11-22 PM 9:00:00,21,11.8,1.6,40,5.6,2000,0.005,0.9,0.003,0.073,51
2019-11-22 PM 10:00:00,21,11.7,2.6,45,6.2,2000,0.004,0.8,0.003,0.066,45
2019-11-22 PM 11:00:00,23,11.2,1.2,61,8.1,1581,0.005,0.9,0.003,0.064,45
2019-11-23 AM 1:00:00,30,10.2,0.7,72,8.9,900,0.005,0.9,0.003,0.057,63
2019-11-23 AM 2:00:00,31,10,1.9,61,7.5,947,0.005,0.8,0.003,0.05,60
2019-11-23 AM 3:00:00,29,9.9,1.2,67,8.1,990,0.004,0.7,0.003,0.047,55
2019-11-23 AM 4:00:00,28,10.1,1.9,62,7.6,1180,0.004,0.7,0.002,0.04,53
2019-11-23 AM 5:00:00,30,9.9,2.2,63,7.6,1303,0.004,0.6,0.002,0.036,53
2019-11-23 AM 6:00:00,28,9.8,1.5,65,7.8,1509,0.004,0.6,0.002,0.034,50
2019-11-23 AM 7:00:00,28,9.4,2.2,66,7.7,1415,0.004,0.6,0.003,0.033,48
2019-11-23 AM 8:00:00,27,9.8,2,64,7.7,1472,0.004,0.6,0.003,0.034,52
2019-11-23 AM 9:00:00,28,11.3,1,60,8,1567,0.004,0.7,0.003,0.038,51
2019-11-23 AM 10:00:00,29,14.2,3,54,8.7,2000,0.005,0.7,0.005,0.04,57
2019-11-23 AM 11:00:00,21,15.6,1.8,51,9,2000,0.006,0.6,0.008,0.041,47
2019-11-23 PM 12:00:00,12,16.5,2.6,48,9,2000,0.005,0.5,0.013,0.035,34
2019-11-23 PM 1:00:00,14,16.5,1.5,49,9.2,2000,0.005,0.5,0.012,0.039,29
2019-11-23 PM 2:00:00,11,15.7,1.8,56,9.9,2000,0.005,0.5,0.014,0.04,31
2019-11-23 PM 3:00:00,20,16.2,1.8,54,9.9,1902,0.007,0.6,0.014,0.048,47
2019-11-23 PM 4:00:00,23,15.6,1.5,56,9.9,1435,0.008,0.6,0.011,0.049,56
2019-11-23 PM 5:00:00,23,14.1,2.2,68,10.9,1486,0.01,0.6,0.009,0.049,50
2019-11-23 PM 6:00:00,24,13.6,2.1,66,10.2,1596,0.006,0.7,0.005,0.056,48
2019-11-23 PM 7:00:00,25,13.8,2.7,61,9.5,1230,0.005,0.8,0.004,0.06,52
2019-11-23 PM 8:00:00,29,13,1.7,67,10,1089,0.005,0.9,0.004,0.059,61
2019-11-23 PM 9:00:00,36,13.1,0.9,64,9.6,1008,0.005,0.9,0.004,0.054,73
2019-11-23 PM 10:00:00,37,12.3,0.9,71,10.1,754,0.005,0.8,0.003,0.055,62
2019-11-23 PM 11:00:00,33,11.7,2,77,10.5,658,0.005,0.9,0.004,0.055,60
2019-11-24 AM 1:00:00,32,11.3,1.9,72,9.6,728,0.004,0.7,0.004,0.045,50
2019-11-24 AM 2:00:00,30,11.3,2.2,71,9.5,901,0.004,0.8,0.004,0.048,50
2019-11-24 AM 3:00:00,30,11.3,2.2,69,9.2,1221,0.004,0.8,0.004,0.045,49
2019-11-24 AM 4:00:00,30,11.1,1.6,69,9.1,1605,0.004,0.9,0.004,0.046,52
2019-11-24 AM 5:00:00,30,11,0.8,70,9.2,1439,0.005,1.1,0.004,0.051,48
2019-11-24 AM 6:00:00,35,10.7,2.3,73,9.3,959,0.005,1,0.005,0.044,54
2019-11-24 AM 7:00:00,33,10.7,1.2,71,9.1,1572,0.004,1,0.005,0.043,50
2019-11-24 AM 8:00:00,28,10.8,2.3,73,9.4,1495,0.005,1,0.005,0.041,42
2019-11-24 AM 9:00:00,27,12.7,1.6,65,9.5,1558,0.004,0.9,0.005,0.042,41
2019-11-24 AM 10:00:00,24,15.2,1.3,56,9.6,1515,0.005,0.9,0.007,0.041,42
2019-11-24 AM 11:00:00,28,16.1,1,57,10.4,1284,0.006,0.8,0.007,0.046,45
2019-11-24 PM 12:00:00,28,15.8,1.7,62,11.1,1049,0.006,0.8,0.007,0.049,49
2019-11-24 PM 1:00:00,37,15.7,2.5,64,11.3,1173,0.007,0.9,0.006,0.054,60
2019-11-24 PM 2:00:00,40,13.8,2.2,82,12.9,400,0.006,0.8,0.012,0.046,63
2019-11-24 PM 3:00:00,32,13.1,1.6,92,13.8,146,0.005,0.6,0.015,0.036,54
2019-11-24 PM 4:00:00,33,10.9,5.5,95,12.4,52,0.004,0.7,0.01,0.034,45
2019-11-24 PM 5:00:00,17,10.2,6,95,11.8,746,0.004,0.6,0.021,0.013,20
2019-11-24 PM 6:00:00,4,9.4,5.8,93,10.9,2000,0.003,0.5,0.026,0.008,6
2019-11-24 PM 7:00:00,5,8.8,4.6,87,9.8,2000,0.003,0.5,0.03,0.009,9
2019-11-24 PM 8:00:00,10,8.2,5.7,81,8.8,2000,0.003,0.5,0.03,0.009,13
2019-11-24 PM 9:00:00,10,7.2,6.5,79,8,2000,0.003,0.4,0.033,0.007,14
2019-11-24 PM 10:00:00,8,6,7.8,77,7.2,2000,0.003,0.4,0.031,0.007,13
2019-11-24 PM 11:00:00,13,4.9,7.6,72,6.2,2000,0.003,0.4,0.032,0.007,19
2019-11-25 AM 1:00:00,10,3,6.5,74,5.6,2000,0.003,0.3,0.032,0.005,17
2019-11-25 AM 2:00:00,7,2.1,6.8,70,5,2000,0.003,0.3,0.032,0.005,17
2019-11-25 AM 3:00:00,6,1,6.5,62,4.1,2000,0.003,0.3,0.032,0.004,15
2019-11-25 AM 4:00:00,7,0.2,5.2,62,3.8,2000,0.003,0.3,0.029,0.005,16
2019-11-25 AM 5:00:00,8,-0.5,4.8,66,3.9,2000,0.003,0.4,0.026,0.007,18
2019-11-25 AM 6:00:00,11,-1.1,5.4,66,3.7,2000,0.003,0.4,0.024,0.008,20
2019-11-25 AM 7:00:00,12,-1.4,4.6,67,3.7,2000,0.003,0.4,0.021,0.01,24
2019-11-25 AM 8:00:00,14,-1.8,5.5,66,3.5,2000,0.003,0.4,0.02,0.011,26
2019-11-25 AM 9:00:00,15,-1.8,5.3,61,3.3,2000,0.003,0.4,0.021,0.012,26
2019-11-25 AM 10:00:00,16,-1.1,4.4,59,3.3,1987,0.003,0.4,0.024,0.011,30
2019-11-25 AM 11:00:00,16,0.1,3.7,55,3.4,1987,0.004,0.4,0.024,0.01,30
2019-11-25 PM 12:00:00,17,1.5,3.8,54,3.7,1950,0.004,0.4,0.025,0.009,30
2019-11-25 PM 1:00:00,16,2,3.7,55,3.9,1901,0.004,0.4,0.026,0.009,32
2019-11-25 PM 2:00:00,18,2.5,3.7,55,4,1876,0.004,0.4,0.027,0.01,31
2019-11-25 PM 3:00:00,17,3.5,2.5,55,4.3,1832,0.004,0.4,0.027,0.01,35
2019-11-25 PM 4:00:00,20,3.8,2.5,57,4.6,1786,0.004,0.4,0.026,0.012,35
2019-11-25 PM 5:00:00,18,3.4,2.3,61,4.8,1696,0.003,0.4,0.025,0.013,35
2019-11-25 PM 6:00:00,20,3.1,2.7,62,4.8,1676,0.003,0.6,0.017,0.021,34
2019-11-25 PM 7:00:00,24,2.9,2.9,63,4.8,1649,0.004,0.6,0.007,0.034,41
2019-11-25 PM 8:00:00,26,2.7,3.4,63,4.7,1797,0.004,0.6,0.004,0.036,48
2019-11-25 PM 9:00:00,21,2.5,2.7,65,4.8,1547,0.004,0.6,0.01,0.028,41
2019-11-25 PM 10:00:00,21,2.4,2.7,66,4.8,1500,0.004,0.6,0.011,0.026,37
2019-11-25 PM 11:00:00,22,2.1,2.2,70,5,1173,0.004,0.6,0.012,0.024,38
2019-11-26 AM 1:00:00,23,2.1,2.5,73,5.2,1240,0.004,0.6,0.013,0.019,38
2019-11-26 AM 2:00:00,23,1.9,2.3,74,5.2,1250,0.004,0.5,0.016,0.015,35
2019-11-26 AM 3:00:00,22,1.8,1.9,75,5.2,1211,0.004,0.5,0.016,0.013,34
2019-11-26 AM 4:00:00,21,1.7,2.2,78,5.4,977,0.004,0.5,0.015,0.012,33
2019-11-26 AM 5:00:00,21,2.8,2.7,75,5.6,1028,0.003,0.5,0.014,0.011,33
2019-11-26 AM 6:00:00,20,1.9,2.7,79,5.6,914,0.004,0.5,0.011,0.015,33
2019-11-26 AM 7:00:00,22,2.4,2.3,79,5.8,984,0.004,0.5,0.006,0.019,33
2019-11-26 AM 8:00:00,22,3.1,1.3,76,5.8,1021,0.003,0.6,0.003,0.027,34
2019-11-26 AM 9:00:00,23,5.9,1.6,64,5.9,1115,0.003,0.6,0.005,0.023,38
2019-11-26 AM 10:00:00,23,7.4,1.1,59,6.1,1511,0.004,0.6,0.007,0.024,37
2019-11-26 AM 11:00:00,20,9.5,1.6,56,6.6,2000,0.005,0.6,0.008,0.027,36
2019-11-26 PM 12:00:00,14,10.1,0.9,60,7.4,2000,0.004,0.6,0.009,0.032,31
2019-11-26 PM 1:00:00,11,11.2,2.1,56,7.4,2000,0.005,0.5,0.011,0.038,25
2019-11-26 PM 2:00:00,18,11.1,2.7,59,7.7,2000,0.007,0.6,0.012,0.042,36
2019-11-26 PM 3:00:00,16,10.9,3,59,7.6,1937,0.006,0.5,0.016,0.034,33
2019-11-26 PM 4:00:00,15,9.6,4.3,68,8.1,1592,0.006,0.6,0.015,0.032,28
2019-11-26 PM 5:00:00,16,8.4,4.5,71,7.8,1678,0.005,0.6,0.013,0.031,27
2019-11-26 PM 6:00:00,18,7.7,3,75,7.8,1160,0.004,0.7,0.009,0.033,29
2019-11-26 PM 7:00:00,21,7.5,2.3,75,7.7,899,0.005,0.7,0.008,0.034,33
2019-11-26 PM 8:00:00,23,7,2.4,71,7.1,1651,0.004,0.7,0.004,0.043,39
2019-11-26 PM 9:00:00,26,6.8,1.5,72,7.1,1583,0.004,0.8,0.003,0.048,47
2019-11-26 PM 10:00:00,26,6.5,1.3,76,7.3,1045,0.004,0.9,0.003,0.049,43
2019-11-26 PM 11:00:00,31,6.1,3,78,7.3,1028,0.004,0.7,0.008,0.033,47
2019-11-27 AM 1:00:00,29,4,4.2,62,5,1563,0.004,0.6,0.03,0.011,57
2019-11-27 AM 2:00:00,23,3.3,3,64,5,1686,0.004,0.5,0.031,0.01,43
2019-11-27 AM 3:00:00,16,3.2,4.4,64,4.9,1987,0.004,0.4,0.033,0.008,30
2019-11-27 AM 4:00:00,12,2.9,2.9,66,5,2000,0.004,0.4,0.03,0.011,24
2019-11-27 AM 5:00:00,16,3.4,5.2,57,4.4,2000,0.004,0.5,0.024,0.014,25
2019-11-27 AM 6:00:00,18,3.1,5.3,58,4.4,2000,0.004,0.5,0.026,0.012,32
2019-11-27 AM 7:00:00,19,2.7,5.8,58,4.3,1764,0.004,0.5,0.022,0.016,30
2019-11-27 AM 8:00:00,18,2.5,3.8,60,4.4,1571,0.004,0.6,0.016,0.022,34
2019-11-27 AM 9:00:00,20,2.9,4.6,57,4.3,1540,0.005,0.6,0.018,0.02,43
2019-11-27 AM 10:00:00,23,3.2,3.8,54,4.2,1471,0.006,0.6,0.022,0.016,47
2019-11-27 AM 11:00:00,22,4.5,4.5,46,3.9,1597,0.006,0.6,0.025,0.014,45
2019-11-27 PM 12:00:00,22,4.9,4,43,3.7,1605,0.006,0.6,0.029,0.011,44
2019-11-27 PM 1:00:00,23,5.1,3.4,44,3.9,1650,0.005,0.6,0.031,0.011,42
2019-11-27 PM 2:00:00,24,5.2,5.3,41,3.6,1678,0.005,0.6,0.032,0.011,44
2019-11-27 PM 3:00:00,22,5,5.7,38,3.3,1962,0.005,0.5,0.033,0.011,42
2019-11-27 PM 4:00:00,18,4.4,4.5,41,3.4,2000,0.004,0.5,0.034,0.011,40
2019-11-27 PM 5:00:00,19,3.7,5.5,43,3.4,2000,0.004,0.5,0.031,0.014,41
2019-11-27 PM 6:00:00,22,2.9,4.9,46,3.5,1865,0.004,0.6,0.025,0.019,47
2019-11-27 PM 7:00:00,24,2.6,4.8,49,3.6,1912,0.005,0.6,0.024,0.021,51
2019-11-27 PM 8:00:00,22,1.9,4.4,51,3.6,2000,0.004,0.6,0.023,0.02,50
2019-11-27 PM 9:00:00,21,1.3,4.5,50,3.3,1987,0.004,0.6,0.026,0.015,44
2019-11-27 PM 10:00:00,20,0.8,4.4,52,3.4,1887,0.004,0.6,0.025,0.015,45
2019-11-27 PM 11:00:00,22,0.4,4.5,54,3.4,1715,0.004,0.6,0.025,0.014,49
2019-11-28 AM 1:00:00,20,-0.4,4.6,57,3.4,1875,0.004,0.5,0.022,0.015,46
2019-11-28 AM 2:00:00,20,-0.5,4.3,56,3.3,2000,0.004,0.5,0.025,0.01,45
2019-11-28 AM 3:00:00,19,-0.7,5,55,3.2,2000,0.004,0.5,0.026,0.009,41
2019-11-28 AM 4:00:00,18,-0.3,4.6,55,3.3,2000,0.004,0.5,0.026,0.008,42
2019-11-28 AM 5:00:00,17,-0.1,4.3,57,3.5,1962,0.004,0.5,0.024,0.009,38
2019-11-28 AM 6:00:00,17,-0.1,3.6,57,3.5,2000,0.004,0.5,0.021,0.011,40
2019-11-28 AM 7:00:00,17,-0.5,3.3,60,3.5,2000,0.004,0.5,0.017,0.015,41
2019-11-28 AM 8:00:00,17,-0.5,3.9,60,3.5,1715,0.004,0.5,0.015,0.017,42
2019-11-28 AM 9:00:00,20,0.7,3.4,56,3.6,1508,0.005,0.5,0.015,0.017,42
2019-11-28 AM 10:00:00,20,2.4,2.8,51,3.7,1504,0.005,0.6,0.017,0.018,46
2019-11-28 AM 11:00:00,21,3.9,3.1,53,4.3,1532,0.005,0.5,0.024,0.013,46
2019-11-28 PM 12:00:00,22,5.1,3.7,52,4.6,1571,0.005,0.5,0.028,0.012,44
2019-11-28 PM 1:00:00,18,6.4,3.5,52,5,1808,0.005,0.5,0.031,0.011,39
2019-11-28 PM 2:00:00,17,7.5,3.8,52,5.4,2000,0.004,0.5,0.034,0.012,33
2019-11-28 PM 3:00:00,17,7.8,3.6,56,5.9,2000,0.005,0.5,0.035,0.015,32
2019-11-28 PM 4:00:00,14,7.9,3.3,54,5.8,2000,0.004,0.4,0.031,0.015,31
2019-11-28 PM 5:00:00,15,6.3,5,59,5.6,2000,0.004,0.5,0.03,0.017,37
2019-11-28 PM 6:00:00,17,5.7,4.4,56,5.1,2000,0.004,0.4,0.025,0.02,35
2019-11-28 PM 7:00:00,13,5.2,3.2,56,5,2000,0.004,0.6,0.023,0.022,32
2019-11-28 PM 8:00:00,23,4.3,3.2,58,4.8,2000,0.004,0.6,0.013,0.031,42
2019-11-28 PM 9:00:00,27,3.1,4,57,4.3,2000,0.005,0.6,0.018,0.023,52
2019-11-28 PM 10:00:00,26,2.1,4.5,51,3.6,2000,0.005,0.6,0.021,0.02,53
2019-11-28 PM 11:00:00,23,0.9,3.2,50,3.3,2000,0.005,0.5,0.029,0.012,46
2019-11-29 AM 1:00:00,26,0.1,2.1,47,2.9,1975,0.005,0.6,0.024,0.018,50
2019-11-29 AM 2:00:00,27,-0.4,2.7,49,2.9,2000,0.005,0.5,0.027,0.014,54
2019-11-29 AM 3:00:00,26,-0.9,3,51,2.9,2000,0.005,0.5,0.028,0.013,52
2019-11-29 AM 4:00:00,19,-1.1,4,55,3.1,2000,0.004,0.4,0.035,0.008,37
2019-11-29 AM 5:00:00,16,-1.3,3.1,57,3.2,1987,0.004,0.4,0.032,0.011,34
2019-11-29 AM 6:00:00,18,-1.3,3.9,58,3.2,2000,0.004,0.5,0.022,0.019,35
2019-11-29 AM 7:00:00,18,-1.3,3.7,53,3,2000,0.004,0.6,0.015,0.027,39
2019-11-29 AM 8:00:00,18,-1.3,2.5,57,3.2,1937,0.004,0.6,0.012,0.031,39
2019-11-29 AM 9:00:00,20,0.1,3.1,48,3,1859,0.004,0.5,0.016,0.027,43
2019-11-29 AM 10:00:00,21,1.1,3.4,48,3.2,1746,0.005,0.5,0.026,0.018,42
2019-11-29 AM 11:00:00,18,2.7,3.5,39,2.9,2000,0.005,0.5,0.03,0.015,42
2019-11-29 PM 12:00:00,18,3.7,3.8,34,2.7,2000,0.005,0.4,0.036,0.012,39
2019-11-29 PM 1:00:00,18,4.7,3.9,29,2.5,2000,0.004,0.4,0.04,0.011,35
2019-11-29 PM 2:00:00,18,5.4,4.3,22,2,2000,0.004,0.4,0.04,0.011,35
